模式	频数
1,5,7,3,10,0,12	18
10,0,12	245
11,5,9,4,10,0	33
1,5,7,10,8,2	33
11,1,5,6,3	69
11,1,5,6,8	64
11,5,9,4,10,2	25
6,3,10,8,2	54
11,5,9,4,0	66
1,9,4,10,0,2	35
11,5,4,10,8,12	36
11,1,5,8,2	69
11,1,4,3,0,8	41
6,0,8,2,12	63
1,9,4,10,0,8	39
5,7,10,8,12	49
6,10,8,2,12	54
11,1,4,3,0,2	45
3,8,2	232
11,7,2,12	123
1,9,7,3,0,8,2	19
11,9,7,6,3,0,8	19
11,4,6,0,8	65
11,5,9,3,8	56
5,9,6,3,8,12	25
11,1,5,7,6	70
11,1,5,7,4	68
11,5,9,3,0	75
11,5,6,8,2,12	32
11,4,6,0,2	68
11,5,9,3,2	76
11,1,5,7,8	66
11,1,5,9,0	79
9,4,3,8,2	69
11,1,5,9,4	64
1,9,7,3,10,12	20
11,5,9,10,8,2	25
11,1,5,9,3	66
11,1,5,9,2	75
5,3,2,12	133
11,9,7,6,3,0,2	20
11,1,5,6,3,0	42
11,7,3,12	122
11,1,5,6,3,2	40
11,7,3,10	130
11,5,7,4,8,2	37
11,5,9,4,6	54
11,1,5,6,3,8	40
10,2,12	220
11,5,9,4,8	56
11,5,9,4,2	62
11,5,9,4,3	66
11,5,9,6,0	64
11,9,4,0	130
11,1,9,8,2,12	33
11,5,9,6,2	66
11,4,6,3,0	66
9,7,6,3,8,2,12	17
1,6,0,8,2	66
11,9,4,6,10,8	32
4,10,0,8	121
11,9,4,8	118
4,0,2,12	119
11,9,4,6	126
5,9,10,0,2	53
11,9,4,3	135
1,9,4,10,8,2,12	17
11,9,4,2	129
4,10,0,2	123
7,3,10,12	98
11,5,4,3,8,2	42
11,1,5,9,8	58
11,1,5,9,7	74
11,1,5,9,6	70
11,9,4,6,10,0	32
11,5,4,10,2,12	36
11,9,4,6,10,2	28
11,1,5,6,0,2,12	21
11,5,9,7,0	66
11,5,9,7,3	65
11,5,9,7,2	66
11,1,5,9,3,10,12	16
11,1,6,3,10,0,12	16
1,9,6,3,0,8,2,12	16
1,3,10,0	126
11,1,9,4,3,0,12	20
5,9,10,0,8	47
11,9,7,6,10,2,12	16
1,4,6,3,8,12	32
11,1,7,4,10,12	35
1,3,10,2	105
9,4,10,2,12	49
11,9,7,3,2,12	33
9,7,0,12	126
11,5,9,6,8	59
1,3,10,8	115
1,7,6,0,8,2,12	16
11,1,5,4,6,10	42
11,4,6,3,8	77
11,1,5,4,6,12	33
11,4,6,3,2	72
11,5,9,6,3	55
5,4,10,0,12	61
11,5,9,8,2	57
5,7,4,0,8	63
11,5,7,4,3,8	35
9,6,3,10,8,12	25
9,7,3,10	105
1,7,6,10,2,12	26
9,7,3,12	115
11,9,4,6,3,8,12	16
1,9,4,6,3,0,2	21
11,5,7,4,3,0	41
5,9,4,6,0,12	25
5,7,4,0,2	73
11,5,7,4,3,2	36
11,1,5,6,10,0,2	20
1,7,4,10,12	57
11,5,9,3,8,2,12	16
7,4,6,2,12	66
11,9,3,0,12	64
11,1,5,6,10,0,8	25
1,5,4,6,10	78
11,5,9,7,8	66
1,5,4,6,12	62
1,9,8,2,12	63
1,9,4,6,3,0,8	23
11,5,9,7,4	64
5,6,3,0,8,2,12	24
1,5,4,10,8,2,12	21
11,5,9,7,6	63
5,9,0,2,12	67
11,9,3,0	136
5,3,10,0,8,2	35
11,9,3,0,8,2,12	18
9,7,2,12	116
11,1,6,0,8,2	33
1,7,6,3,0,8,12	16
11,9,3,8	122
1,6,3,0,8,2	43
1,5,7,4,6,8,2	17
11,1,10,0,8,2	35
11,9,3,2	145
1,5,7,0,8,12	33
7,4,6,3,10	58
7,4,6,3,12	55
1,5,9,7,3,0,2	20
1,5,7,4,10,8	31
5,6,3,10,8	60
4,10,12	226
11,9,7,3,0,12	34
11,7,4,6,8,12	31
1,5,9,7,3,0,8	18
1,5,7,4,10,0	35
11,5,3,0,8,2	42
1,7,6,3,8,2	38
1,7,6,10,0,12	25
5,6,3,10,0	75
1,5,7,4,10,2	35
5,6,3,10,2	59
11,1,5,7,3,2,12	20
11,9,0,2	144
1,5,4,3,10,2	35
1,5,4,3,10,0	35
11,7,4,6,3,10	40
11,10,0,8,12	62
1,5,9,4,3,0,8,2	17
11,9,3,2,12	67
11,1,6,10,12	67
1,5,4,3,10,8	32
11,7,4,6,3,12	31
7,4,6,0,12	61
1,7,10,0,12	66
1,5,4,0,12	66
1,5,9,6,8,12	29
9,7,4,10	121
5,4,3,0,8	62
9,7,4,12	118
1,5,7,0,2,12	40
11,4,6,8,2	64
1,7,3,8,2	60
5,9,4,6,3,0,2	19
1,5,7,10,0,8	30
5,4,3,0,2	79
5,3,8,12	114
10,8,12	210
1,5,7,10,0,2	37
5,7,10,2	114
5,7,10,0	120
11,1,5,4,6,10,8	23
11,5,9,6,0,2,12	16
11,1,5,4,6,10,2	20
11,9,0,8	125
11,1,5,4,6,10,0	22
5,7,10,8	121
11,7,4,6,2,12	32
4,0,8,12	111
11,5,9,0,2,12	42
11,5,3,10,8	64
5,4,3,10,0,2	37
11,5,3,10,2	73
11,3,10,0,12	69
1,7,10,2,12	59
11,5,3,10,0	83
11,5,9,7,3,8,12	19
1,5,7,4,6,3,2	17
5,7,4,3,0,2	40
11,9,6,3,0,8,2	22
1,5,7,4,6,3,0	19
11,5,9,10,0,8	32
1,7,6,10,0,8,2	17
11,5,6,3,10,8	32
5,4,3,10,0,8	28
5,7,6,10,8	57
1,5,7,4,6,3,8	18
11,5,4,10,0,12	36
5,7,6,10,2	56
5,7,4,3,0,8	30
11,5,6,3,10,0	38
1,5,4,2,12	76
5,7,6,10,0	62
11,5,6,3,10,2	28
9,7,6,10	117
9,7,6,12	117
11,5,7,4,0,8	34
11,9,7,6,3,8,2	24
5,4,3,0,2,12	40
1,7,4,6,10,12	26
9,4,10,8,12	52
11,1,10,12	134
11,5,7,4,0,2	38
11,5,9,10,0,2	31
5,4,6,3,10,12	25
1,3,0,8,2,12	40
11,1,7,10,8,12	27
11,1,5,4,8,12	37
9,0,8,2	126
1,5,4,3,10	65
6,3,10,0,2,12	35
1,5,4,3,12	57
1,9,7,4,6,0	35
11,1,5,6,2,12	35
1,9,7,4,6,2	34
1,9,7,4,6,3	31
11,9,7,3,0,2,12	21
11,1,4,0,12	71
1,9,7,4,6,8	37
11,3,10,2,12	60
11,1,6,3,10,8,12	18
7,6,3,10,0,2	26
11,1,9,3,0,2	43
7,6,3,10,0,8	24
11,1,9,3,0,8	41
11,5,9,7,3,2,12	20
1,9,6,8,2,12	32
4,10,8,2	110
1,5,9,7,0,2,12	19
11,1,5,6,3,10	35
9,7,8,12	108
5,9,7,8,2,12	29
1,5,6,10,0	69
1,5,6,10,2	69
1,9,4,10,8,12	30
1,9,4,3,0,8,2	28
11,1,9,4,3,8,12	22
1,5,6,10,8	68
11,1,5,4,3,8,2,12	16
1,5,3,10,8,2,12	16
1,8,2,12	122
7,6,3,0,2,12	34
1,9,3,0,8,2	40
11,7,4,8,2,12	29
5,7,3,8,2,12	29
7,6,10,8,12	42
11,1,5,6,0,12	36
11,1,5,6,10,8,2	17
11,1,4,2,12	70
1,9,4,10,0,8,2	21
9,4,0,8,12	56
1,9,7,4,10,0,8	19
1,9,7,4,0,2,12	21
11,4,10,2	134
11,1,9,7,4,0,12	24
11,1,7,4,0,8,2	17
11,1,9,10,0,8,12	18
11,4,10,8	138
11,10,8,2	118
1,3,10,0,2,12	33
9,7,4,8,2,12	24
11,9,3,8,12	55
11,4,10,0	141
11,5,7,6,0,8	31
5,9,7,3,0,8,2	20
11,1,4,3,12	65
11,9,7,10,0	69
11,5,7,6,0,2	35
11,9,7,10,2	65
5,7,6,0,8,12	24
11,1,4,3,10	75
11,9,7,10,8	68
1,5,7,3,0,8,12	18
11,9,6,3,8,2	40
11,1,9,3,10,0,8	22
1,9,7,4,0,8,12	21
11,5,7,4,6,10	28
1,6,3,10,8,2	33
11,5,7,4,6,12	32
1,5,7,10,8,12	21
11,5,9,4,10,12	29
1,6,0,8,2,12	36
11,1,9,3,10,0,2	19
11,1,9,10,0,2,12	16
11,9,6,10,2,12	26
1,9,4,10,2,12	31
11,1,9,3,0,2,12	23
11,5,0,8,2,12	38
1,9,6,0,12	61
1,9,4,3,8,2	43
11,1,4,3,2,12	39
5,7,6,0,8,2,12	16
1,9,7,4,3,0	36
1,9,7,4,3,2	32
11,9,7,4,3,8,12	16
1,9,7,4,3,8	28
11,0,8,12	114
11,1,7,6,10,12	29
11,5,3,10,8,2	35
1,5,7,3,0,2,12	25
5,4,8,2,12	64
5,9,7,4,3,8,2	18
6,10,0,8,2,12	30
11,5,7,4,8,12	34
11,3,10,8,12	60
1,9,7,4,0,2	38
11,5,9,7,3,0,12	23
5,9,4,0,8,2	36
5,7,6,10,8,2	30
11,5,8,2,12	63
1,9,7,4,0,8	37
1,9,4,10,0,12	31
11,1,4,6,10	84
11,9,6,10,0,12	26
11,1,4,6,12	64
1,5,7,3,10,0,2	21
5,7,10,8,2	61
11,1,5,3,8,2,12	20
11,1,4,3,0,12	38
1,9,6,2,12	66
11,1,5,6,3,12	31
9,7,3,10,12	46
5,9,4,0,8,2,12	18
1,3,10,0,8,12	33
11,1,5,6,0,8,12	19
11,9,7,3,10,0,2	16
11,1,9,4,3,2,12	21
9,4,0,2,12	54
11,9,7,3,10,0,8	17
11,5,9,10,8,12	27
1,9,6,3,12	64
1,9,6,3,10	56
11,4,6,0,8,2	37
9,4,10,0,2	61
6,10,0	251
11,5,7,4,6,0,12	19
6,10,2	232
9,7,6,3,0,2,12	19
1,5,4,3,0	72
9,4,10,0,8	67
1,5,4,3,2	75
6,10,8	242
11,9,4,12	118
11,1,4,8,12	70
11,1,5,9,3,0,2	27
11,9,4,10	140
1,5,4,3,8	66
1,9,6,3,10,0	28
11,7,4,6,0,2,12	18
1,9,6,3,10,2	30
1,5,6,0,8,2	39
1,9,6,3,10,8	34
1,5,7,4,3,0,12	19
11,9,7,6,8,2	40
11,7,4,3,10,8	35
11,5,7,4,3,10	36
9,4,6,0,8,2	33
5,9,4,3,0,8,12	16
11,9,7,0,8,2,12	23
11,5,7,4,2,12	37
11,5,9,10,2,12	33
11,7,4,3,10,0	34
11,7,4,3,10,2	30
1,9,7,6,10,8	33
11,1,6,10,8,2	32
7,3,0,8	115
9,7,4,3,10,0	24
1,5,4,10,0,2,12	21
5,4,0,2,12	71
11,5,3,0,8,12	35
11,1,9,7,4,8,12	19
11,9,7,3,0,8,12	18
11,5,7,4,6,2,12	18
1,7,0,8,12	59
11,5,7,4,3,12	31
5,9,7,0,12	59
7,10,0,8,2,12	26
9,7,4,3,10,2	20
9,7,4,3,10,8	25
11,9,2,12	123
1,7,4,10,0	63
7,4,6,3,0	61
1,7,4,10,2	61
7,4,6,3,2	63
1,7,4,10,8	63
1,7,6,3,8,12	28
1,5,4,6,0	69
7,4,6,3,8	71
11,1,5,9,3,0,8	21
1,5,4,6,2	74
1,5,4,6,3	70
1,5,7,4,10,12	28
11,9,4,6,10,12	25
1,5,4,6,8	71
11,9,3,10	125
11,5,7,4,6,3,10	17
1,6,3,0,8,12	39
7,3,0,2	121
11,1,3,8,2,12	32
1,5,9,8,2,12	35
11,1,5,4,3,0,12	23
11,9,3,12	124
1,5,7,10,0,12	34
1,4,3,10,0	65
1,5,4,3,10,12	28
1,4,3,10,2	68
11,5,9,7,4,8,2	17
1,5,4,3,10,2,12	19
11,9,7,6,3,0	33
11,5,3,10,0,8	40
11,9,6,3,0,2	39
1,4,3,10,8	68
11,1,9,7,4,6,12	16
11,5,3,10,0,2	43
11,9,7,6,3,2	39
11,1,9,7,4,6,10	18
11,9,7,6,3,8	38
1,7,10,0,2	61
7,4,6,0,2	64
11,9,6,3,0,8	36
1,9,4,3,0,8	40
1,6,3,10,0,8	42
1,9,6,8,12	62
4,0,2	240
1,9,4,3,0,2	45
11,1,9,3,10,8,2	16
1,7,0,2,12	67
4,0,8	234
11,9,0,12	126
1,6,3,10,0,2	37
7,3,10,0,2,12	19
1,6,3,0,2,12	44
5,7,4,3,2,12	30
11,5,6,3,10,12	28
1,5,4,0,2	75
9,7,6,3,0,8,12	16
1,5,7,3,8,2	38
7,4,6,0,8	60
11,5,3,0,2,12	45
1,7,6,3,2,12	35
1,5,4,0,8	70
11,1,6,0,8	65
1,7,10,0,8	61
1,9,7,6,10,0	28
5,4,3,10,2,12	27
1,9,7,6,10,2	30
11,5,9,7,4,6,8	16
11,1,9,0,8,2,12	25
11,1,6,0,2	68
1,5,4,3,10,0,12	18
1,5,7,10,2,12	34
6,3,10,8,2,12	28
1,6,3,10,8,2,12	17
11,1,9,3,0,8,12	23
11,5,10,0,8,2	39
11,7,6,0,12	66
11,9,7,6,0,8	37
1,6,10,0,8,2	37
5,9,7,4,3,0,8	21
5,9,7,4,3,0,2	24
9,7,6,0,8,2,12	21
5,6,10,12	109
5,7,4,3,0,12	31
11,5,4,3,8,12	34
11,5,9,3,8,2	33
4,3,0	237
4,3,2	257
6,10,0,8,2	67
4,3,8	245
9,4,10,8,2	53
11,5,7,4,0,12	41
11,5,9,10,0,12	39
5,4,3,10,0,12	31
5,9,4,3,0,2,12	20
1,5,4,10,0,8,12	19
5,4,0,8,12	61
11,5,9,3,0,8,2	20
7,10,0,12	123
4,3,10,12	106
9,4,3,10,12	46
11,7,4,6,3,10,8	18
11,1,5,7,4,0	38
11,1,5,7,4,2	39
11,1,6,3,8	74
11,7,6,2,12	65
11,1,5,7,4,3	37
1,7,10,0,2,12	29
11,1,7,4,3,10,8	18
1,9,4,6,10,0,2	17
11,1,5,7,4,6	34
11,7,4,6,3,10,0	17
11,1,6,3,2	67
11,1,5,9,3,8,2	20
11,1,5,7,4,8	34
9,7,10,0,12	63
11,1,6,3,0	69
11,1,7,4,3,10,0	18
11,5,9,7,4,3,8	20
11,1,5,9,10,2,12	19
11,5,4,3,0,12	35
11,1,7,4,3,10,2	19
11,1,5,7,4,0,12	23
5,9,0,8,2	63
1,9,4,6,10,0,8	25
5,9,7,6,10	53
11,5,9,7,4,3,0	24
9,3,10,0	116
11,5,9,7,4,3,2	19
5,9,7,6,12	49
9,3,10,2	102
11,9,7,6,0,2	39
1,0,2,12	127
1,10,0,2	119
11,1,9,3,10,12	29
1,10,0,8	128
11,9,7,6,0,8,12	21
11,1,5,7,3,0	40
11,7,6,3,12	63
11,6,3,0,12	61
11,1,5,7,3,2	41
11,1,6,10,0,8	42
11,7,6,3,10	65
5,4,10,8,2	57
5,6,3,10,0,2,12	23
11,1,5,7,3,8	33
7,3,10,2,12	36
9,3,10,8	106
11,1,9,6,3,0,2	21
11,1,5,7,4,2,12	21
1,5,4,6,3,2,12	21
9,7,4,0,2,12	32
11,5,9,7,4,6,0	18
11,5,9,7,4,6,3	16
7,10,2,12	104
9,7,10,2,12	53
11,1,4,6,0,8,2	17
11,1,6,10,0,2	37
11,1,9,6,3,0,8	24
4,6,0	239
11,5,7,6,10,12	27
11,1,9,7,6,3,8	19
4,6,2	245
1,3,10,8,2,12	27
4,6,3	261
11,1,5,4,3,0,2,12	18
4,6,8	251
1,10,0,8,2,12	33
11,1,6,0,2,12	35
11,5,4,3,2,12	38
11,9,6,10,12	52
11,1,5,9,10,0,12	21
11,6,10,0,2,12	30
5,9,7,8,12	52
11,0,12	245
11,1,5,4,3,8,12	20
11,5,3,10,0,2,12	24
9,7,4,10,0,2	30
9,4,6,8,2,12	24
7,3,8,2	116
1,7,6,3,0,12	30
1,5,9,3,10,8	24
9,7,4,10,0,8	37
11,6,3,2,12	65
5,4,0,12	118
1,9,4,6,0,2,12	18
7,3,10,0,12	53
1,5,9,3,10,0	26
1,5,9,3,10,2	24
1,4,8,2,12	66
3,10,0,2,12	59
5,9,7,3,10	54
11,1,6,8,2	63
1,7,10,8,2	58
7,4,6,8,2	50
5,4,3,12	115
1,6,3,10,0,8,12	19
6,3,10,0,8,2	34
5,4,3,10	126
1,5,4,6,3,8,12	18
4,8,2	233
9,7,4,0,8,12	32
11,1,5,7,8,2	40
6,0,8,2	131
11,1,6,0,8,12	36
11,1,12	244
5,4,6,3,8,2	38
11,1,10	272
5,9,7,2,12	60
5,4,6,10,2,12	32
11,1,8,2	125
3,10,0,8,12	55
5,7,4,6,10,0	33
11,6,10,0,8,12	32
11,1,9,8	126
11,1,9,7	147
5,7,3,10,12	49
11,1,9,7,6,0,8	20
5,4,2,12	127
1,5,4,8,2	74
5,7,4,6,10,8	28
11,5,6,3,0,8,12	19
11,1,9,7,6,0,2	17
1,5,7,10,0,8,2	20
5,7,4,6,10,2	26
11,9,7,4,8,12	31
11,1,5,3,10,0,2	23
5,4,10,8,2,12	31
11,1,5,3,10,0,8	23
11,1,9,6	137
11,2,12	241
11,1,9,4	134
11,1,9,3	141
11,1,9,2	136
11,1,5,4,3,2,12	25
11,1,9,0	152
1,6,10,0,8,2,12	18
1,5,7,3,0,8	34
11,5,6,3,10,8,2	17
11,1,5,3,0,2,12	27
11,1,6,8	121
11,9,3,10,8,2	32
9,7,3,0,2	68
5,4,10,0,8	62
1,5,7,3,0,2	46
1,9,7,10,8,12	29
9,7,3,0,8	65
11,1,5,7,6,0	37
5,4,10,0,2	64
11,1,5,7,6,2	36
11,1,5,7,6,3	36
11,5,0,2,12	78
11,1,5,7,6,8	35
11,1,6,3	128
5,4,6,10,0,12	31
11,7,6,8,12	59
11,1,6,2	124
11,3,12	239
11,5,6,0,8,2,12	18
11,1,6,0	135
11,3,10	260
11,9,0,8,2,12	36
11,5,9,3,0,8	33
11,5,10,0,8	73
11,5,9,4,3,8,2	20
11,1,7,8	127
5,9,7,4,12	56
11,1,7,6	126
5,9,7,4,10	56
11,5,9,3,0,2	44
11,9,7,10,0,8,2	23
1,0,8,12	121
7,3,10,0,8,12	19
11,9,7,4,6,12	34
1,4,10,0	135
11,5,9,4,10,0,12	18
11,5,9,7,4,0,8	21
1,5,7,6,3,0,2	24
1,4,10,2	127
11,9,7,4,6,10	32
1,5,7,6,3,0,8	19
11,1,7,3,8,12	26
11,4,3,10,0,8,2	20
11,5,10,0,2	72
11,1,7,4	132
1,4,10,8	132
11,1,7,3	129
5,9,7,3,12	59
11,1,7,2	129
11,4,12	251
11,5,9,7,4,0,2	20
11,1,7,0	133
11,4,10	282
7,6,3,10,8,2	20
11,9,10,0,8,2	36
11,1,5,9,10,0	35
7,6,0,8,2,12	32
11,1,5,7,4,8,12	17
11,1,5,9,10,2	32
7,10,8,12	105
11,1,5,9,10,8	26
11,1,7,4,8,2,12	18
11,9,7,4,3,10	29
11,9,4,0,12	57
1,9,4,3,8,2,12	21
11,0,2,12	129
11,9,7,4,3,12	32
11,5,12	248
1,5,3,2,12	71
11,5,10	268
5,9,7,3,10,2	19
1,9,4,6,0,8,12	23
11,5,3,10,0,8,12	21
1,7,3,10,8,12	16
9,7,4,10,12	55
11,10,0,8	133
5,9,7,3,10,0	29
9,8,2,12	103
7,4,10,12	112
1,9,7,4,10,12	28
1,5,9,7,4,10,8	16
5,4,6,12	116
5,9,7,3,10,8	22
11,10,0,2	128
5,4,6,10	128
11,9,3,0,8,12	31
11,6,3,10,8,12	28
1,10,8,2	113
5,10,12	236
1,5,9,4,8,2,12	19
5,7,6,0,2,12	39
11,6,3,8,12	59
11,6,12	241
11,6,10	253
11,4,6,3,0,8,2	26
11,1,5,4,0,8,2,12	16
11,7,10	274
1,7,10,0,8,12	28
11,9,4,3,8,12	31
11,9,4,2,12	54
11,1,5,9,10,8,12	16
11,1,7,10,12	71
1,9,7,0,12	65
1,9,6,0,8,2	36
11,7,12	254
7,3,10,8,12	37
1,5,3,10,0,8,2	21
1,4,10,0,2	67
9,4,6,3,10,0	27
9,4,6,3,10,2	26
5,4,8,12	117
9,4,6,3,10,8	32
11,9,7,4,2,12	29
11,9,4,3,12	63
7,6,3,0,8,12	26
10,0,8,2,12	55
11,1,9,6,3,8,2	23
11,9,4,3,10	62
9,6,0,8,2	69
11,8,12	210
1,5,4,6,3,0,12	22
1,4,0,2,12	67
11,1,5,3,0,8,12	24
5,9,4,3,8,2,12	16
11,5,4,10,8	70
11,5,4,10,2	71
11,9,12	241
11,5,4,10,0	74
11,5,7,6,3,0,12	17
11,9,10	269
11,1,5,7,0,2	41
11,5,6,10,8,2	33
1,5,4,10,8,2	36
11,4,3,0,8,2,12	21
11,1,5,7,0,8	37
11,5,0,8,12	62
11,1,5,7,4,3,12	16
11,1,5,7,4,3,10	20
11,1,4,6,10,0	43
11,1,9,7,6,8,2	19
11,1,4,6,10,2	36
1,5,7,0,8,2,12	21
11,7,4,3,0,8,2	17
11,1,5,3,10,8,2	17
11,1,5,7,4,3,0,2	17
11,1,4,6,10,8	44
1,6,3,8,2,12	40
1,9,7,10,2,12	31
11,9,7,4,0,12	38
11,1,7,3,2,12	32
5,6,10,0,8,2,12	17
11,5,3,8,2,12	34
1,9,0,12	123
3,0,12	233
1,6,3,10,0,2,12	21
5,6,0,2	149
5,7,6,10,0,2	32
11,1,5,7,4,6,12	16
11,1,5,7,4,6,10	17
11,9,3,10,0,8	37
7,6,10,0,8,2	30
1,9,4,3,10,12	24
11,5,6,3,10,0,2	17
5,6,0,8	119
11,9,3,10,0,2	34
11,1,5,0,12	71
11,1,5,9,4,10,12	17
11,5,6,3,10,0,8	20
1,9,3,10	109
5,4,6,10,8,12	32
1,9,3,12	122
11,5,9,4,3,0,8	21
1,5,9,7,0,8,12	19
5,7,6,10,0,8	25
11,9,4,6,12	53
11,5,9,4,3,0,2	23
11,9,4,6,10	65
1,5,3,0,12	70
9,7,3,8,2	64
11,5,6,3,0,2,12	24
11,9,6,3,10,12	25
6,3,8,2,12	70
9,4,3,0,8,2	41
11,1,9,4,6,10,12	16
11,5,10,8,2	63
11,1,5,0,8,2,12	23
1,9,7,10,0,12	33
1,9,7,6,0,8,2	18
11,5,6,10,0,8,2	22
11,9,3,0,2,12	35
11,7,4,0,8,2	34
1,9,2,12	120
11,1,7,3,0,12	36
1,9,7,3,8,2	31
